Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p16","pO157p16","RefSeq.386585.9.NC_002128.CDS.14733.15554.fwd","RefSeq","CDS",14733,15554,822,"+",,,,"NP_052622.1",273,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p17","pO157p17","RefSeq.386585.9.NC_002128.CDS.16119.16610.fwd","RefSeq","CDS",16119,16610,492,"+",,,,"NP_052623.1",163,"hlyC","hemolysin C",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p18","pO157p18","RefSeq.386585.9.NC_002128.CDS.16612.19608.fwd","RefSeq","CDS",16612,19608,2997,"+",,,,"NP_052624.1",998,"hlyA","hemolysin A",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p19","pO157p19","RefSeq.386585.9.NC_002128.CDS.19658.21778.fwd","RefSeq","CDS",19658,21778,2121,"+",,,,"NP_052625.1",706,"hlyB","hemolysin B",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p20","pO157p20","RefSeq.386585.9.NC_002128.CDS.21782.23221.fwd","RefSeq","CDS",21782,23221,1440,"+",,,,"NP_052626.1",479,"hlyD","hemolysin D",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp021.1n","ECp021.1n","RefSeq.386585.9.NC_002128.CDS.23288.23482.fwd","RefSeq","CDS",23288,23482,195,"+",,,,"NP_958720.1",64,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p21","pO157p21","RefSeq.386585.9.NC_002128.CDS.23512.23796.fwd","RefSeq","CDS",23512,23796,285,"+",,,,"NP_052627.1",94,"papX","PapX",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp023","ECp023","RefSeq.386585.9.NC_002128.CDS.23965.24195.fwd","RefSeq","CDS",23965,24195,231,"+",,,,"NP_958721.1",76,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p22","pO157p22","RefSeq.386585.9.NC_002128.CDS.24316.25056.fwd","RefSeq","CDS",24316,25056,741,"+",,,,"NP_052628.1",246,,"recombinase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p23","pO157p23","RefSeq.386585.9.NC_002128.CDS.24745.25062.rev","RefSeq","CDS",24745,25062,318,"-",,,,"NP_052629.1",105,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p24","pO157p24","RefSeq.386585.9.NC_002128.CDS.25341.26318.rev","RefSeq","CDS",25341,26318,978,"-",,,,"NP_052630.2",325,"repFIB","RepFIB",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p02","pO157p02","RefSeq.386585.9.NC_002128.CDS.2589.3464.fwd","RefSeq","CDS",2589,3464,876,"+",,,,"NP_052608.1",291,"etpC","EtpC",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p25","pO157p25","RefSeq.386585.9.NC_002128.CDS.26056.26385.fwd","RefSeq","CDS",26056,26385,330,"+",,,,"NP_052631.1",109,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp025.2n","ECp025.2n","RefSeq.386585.9.NC_002128.CDS.26726.26926.rev","RefSeq","CDS",26726,26926,201,"-",,,,"NP_958722.1",66,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p26","pO157p26","RefSeq.386585.9.NC_002128.CDS.26923.27543.rev","RefSeq","CDS",26923,27543,621,"-",,,,"NP_052632.1",206,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p27","pO157p27","RefSeq.386585.9.NC_002128.CDS.27540.28223.rev","RefSeq","CDS",27540,28223,684,"-",,,,"NP_052633.1",227,,"KfrAs",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p28","pO157p28","RefSeq.386585.9.NC_002128.CDS.28682.28900.fwd","RefSeq","CDS",28682,28900,219,"+",,,,"NP_052634.1",72,"letA","plasmid maintenance protein CcdA",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p29","pO157p29","RefSeq.386585.9.NC_002128.CDS.28902.29207.fwd","RefSeq","CDS",28902,29207,306,"+",,,,"NP_052635.1",101,"letB","plasmid maintenance protein CcdB",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p30","pO157p30","RefSeq.386585.9.NC_002128.CDS.29208.30014.fwd","RefSeq","CDS",29208,30014,807,"+",,,,"NP_052636.1",268,,"resolvase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p31","pO157p31","RefSeq.386585.9.NC_002128.CDS.30736.31626.rev","RefSeq","CDS",30736,31626,891,"-",,,,"NP_052637.1",296,,"transposase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p83","pO157p83","RefSeq.386585.9.NC_002128.CDS.31623.31949.rev","RefSeq","CDS",31623,31949,327,"-",,,,"NP_052638.1",108,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p33","pO157p33","RefSeq.386585.9.NC_002128.CDS.32837.34003.fwd","RefSeq","CDS",32837,34003,1167,"+",,,,"NP_052640.1",388,"sopA","plasmid-partitioning protein SopA",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p34","pO157p34","RefSeq.386585.9.NC_002128.CDS.34003.34974.fwd","RefSeq","CDS",34003,34974,972,"+",,,,"NP_052641.1",323,"sopB","plasmid-partitioning protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p35","pO157p35","RefSeq.386585.9.NC_002128.CDS.36274.37998.fwd","RefSeq","CDS",36274,37998,1725,"+",,,,"NP_052642.1",574,,"reverse transcriptase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p03","pO157p03","RefSeq.386585.9.NC_002128.CDS.3675.5432.fwd","RefSeq","CDS",3675,5432,1758,"+",,,,"NP_052609.1",585,"etpD","EtpD",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p36","pO157p36","RefSeq.386585.9.NC_002128.CDS.38075.38977.fwd","RefSeq","CDS",38075,38977,903,"+",,,,"NP_052643.1",300,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p37","pO157p37","RefSeq.386585.9.NC_002128.CDS.38981.39286.fwd","RefSeq","CDS",38981,39286,306,"+",,,,"NP_052644.1",101,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p38","pO157p38","RefSeq.386585.9.NC_002128.CDS.39363.40046.fwd","RefSeq","CDS",39363,40046,684,"+",,,,"NP_052645.1",227,,"putative methylase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp042","ECp042","RefSeq.386585.9.NC_002128.CDS.40047.40268.fwd","RefSeq","CDS",40047,40268,222,"+",,,,"NP_958723.1",73,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p39","pO157p39","RefSeq.386585.9.NC_002128.CDS.40162.40716.fwd","RefSeq","CDS",40162,40716,555,"+",,,,"NP_052646.1",184,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p40","pO157p40","RefSeq.386585.9.NC_002128.CDS.40762.41538.fwd","RefSeq","CDS",40762,41538,777,"+",,,,"NP_052647.1",258,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p41","pO157p41","RefSeq.386585.9.NC_002128.CDS.41411.41983.fwd","RefSeq","CDS",41411,41983,573,"+",,,,"NP_052648.1",190,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p42","pO157p42","RefSeq.386585.9.NC_002128.CDS.42079.42381.fwd","RefSeq","CDS",42079,42381,303,"+",,,,"NP_052649.1",100,"klcA","hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p43","pO157p43","RefSeq.386585.9.NC_002128.CDS.42428.42850.fwd","RefSeq","CDS",42428,42850,423,"+",,,,"NP_052650.1",140,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p44","pO157p44","RefSeq.386585.9.NC_002128.CDS.43157.43546.fwd","RefSeq","CDS",43157,43546,390,"+",,,,"NP_052651.1",129,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p45","pO157p45","RefSeq.386585.9.NC_002128.CDS.44034.44264.fwd","RefSeq","CDS",44034,44264,231,"+",,,,"NP_052652.1",76,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p46","pO157p46","RefSeq.386585.9.NC_002128.CDS.44316.45677.fwd","RefSeq","CDS",44316,45677,1362,"+",,,,"NP_052653.1",453,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p47","pO157p47","RefSeq.386585.9.NC_002128.CDS.45724.46287.fwd","RefSeq","CDS",45724,46287,564,"+",,,,"NP_052654.1",187,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p48","pO157p48","RefSeq.386585.9.NC_002128.CDS.46373.46828.rev","RefSeq","CDS",46373,46828,456,"-",,,,"NP_052655.1",151,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p49","pO157p49","RefSeq.386585.9.NC_002128.CDS.47130.47582.fwd","RefSeq","CDS",47130,47582,453,"+",,,,"NP_052656.1",150,"ssb","single-stranded DNA-binding protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp054","ECp054","RefSeq.386585.9.NC_002128.CDS.47639.47872.fwd","RefSeq","CDS",47639,47872,234,"+",,,,"NP_958724.1",77,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p50","pO157p50","RefSeq.386585.9.NC_002128.CDS.47938.49896.fwd","RefSeq","CDS",47938,49896,1959,"+",,,,"NP_052657.1",652,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p51","pO157p51","RefSeq.386585.9.NC_002128.CDS.49951.50385.fwd","RefSeq","CDS",49951,50385,435,"+",,,,"NP_052658.1",144,"psiB","plasmid SOS inhibition protein B",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p52","pO157p52","RefSeq.386585.9.NC_002128.CDS.50382.51143.fwd","RefSeq","CDS",50382,51143,762,"+",,,,"NP_052659.1",253,"psiA","plasmid SOS inhibition protein A",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p53","pO157p53","RefSeq.386585.9.NC_002128.CDS.51375.51533.fwd","RefSeq","CDS",51375,51533,159,"+",,,,"NP_052660.1",52,"parB","small toxic polypeptide",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p54","pO157p54","RefSeq.386585.9.NC_002128.CDS.51715.53688.fwd","RefSeq","CDS",51715,53688,1974,"+",,,,"NP_052661.1",657,"nikB","NikB",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p55","pO157p55","RefSeq.386585.9.NC_002128.CDS.53756.54187.fwd","RefSeq","CDS",53756,54187,432,"+",,,,"NP_052662.1",143,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p04","pO157p04","RefSeq.386585.9.NC_002128.CDS.5432.6937.fwd","RefSeq","CDS",5432,6937,1506,"+",,,,"NP_052610.1",501,"etpE","EtpE",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p56","pO157p56","RefSeq.386585.9.NC_002128.CDS.54761.55120.rev","RefSeq","CDS",54761,55120,360,"-",,,,"NP_052663.1",119,,"transposase Tra5",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p57","pO157p57","RefSeq.386585.9.NC_002128.CDS.55302.55712.fwd","RefSeq","CDS",55302,55712,411,"+",,,,"NP_052664.1",136,,"transposase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p58","pO157p58","RefSeq.386585.9.NC_002128.CDS.55981.65490.fwd","RefSeq","CDS",55981,65490,9510,"+",,,,"NP_052665.1",3169,"toxB","toxin B",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p59","pO157p59","RefSeq.386585.9.NC_002128.CDS.65582.65854.fwd","RefSeq","CDS",65582,65854,273,"+",,,,"NP_052666.1",90,,"transposase Tra5",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p60","pO157p60","RefSeq.386585.9.NC_002128.CDS.65781.66284.rev","RefSeq","CDS",65781,66284,504,"-",,,,"NP_052667.1",167,"IS629","hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p62","pO157p62","RefSeq.386585.9.NC_002128.CDS.67749.68495.fwd","RefSeq","CDS",67749,68495,747,"+",,,,"NP_052669.1",248,"traX","conjugal transfer pilus acetylation protein TraX",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p63","pO157p63","RefSeq.386585.9.NC_002128.CDS.68554.69414.fwd","RefSeq","CDS",68554,69414,861,"+",,,,"NP_052670.1",286,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p05","pO157p05","RefSeq.386585.9.NC_002128.CDS.6939.8162.fwd","RefSeq","CDS",6939,8162,1224,"+",,,,"NP_052611.1",407,"etpF","EtpF",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p64","pO157p64","RefSeq.386585.9.NC_002128.CDS.69517.70077.fwd","RefSeq","CDS",69517,70077,561,"+",,,,"NP_052671.1",186,"finO","conjugal transfer fertility inhibition protein FinO",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp070","ECp070","RefSeq.386585.9.NC_002128.CDS.70210.70422.fwd","RefSeq","CDS",70210,70422,213,"+",,,,"NP_958725.1",70,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p65","pO157p65","RefSeq.386585.9.NC_002128.CDS.70667.71128.fwd","RefSeq","CDS",70667,71128,462,"+",,,,"NP_052672.1",153,,"hypothetica protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp072","ECp072","RefSeq.386585.9.NC_002128.CDS.71174.71383.fwd","RefSeq","CDS",71174,71383,210,"+",,,,"NP_958726.1",69,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p66","pO157p66","RefSeq.386585.9.NC_002128.CDS.71421.71759.fwd","RefSeq","CDS",71421,71759,339,"+",,,,"NP_052673.1",112,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p67","pO157p67","RefSeq.386585.9.NC_002128.CDS.71999.72253.fwd","RefSeq","CDS",71999,72253,255,"+",,,,"NP_052674.1",84,"repA2","replication protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p68","pO157p68","RefSeq.386585.9.NC_002128.CDS.72556.73413.fwd","RefSeq","CDS",72556,73413,858,"+",,,,"NP_052675.1",285,"repA1","replication protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p69","pO157p69","RefSeq.386585.9.NC_002128.CDS.74325.74609.fwd","RefSeq","CDS",74325,74609,285,"+",,,,"NP_052676.1",94,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p70","pO157p70","RefSeq.386585.9.NC_002128.CDS.74609.74884.fwd","RefSeq","CDS",74609,74884,276,"+",,,,"NP_052677.1",91,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p71","pO157p71","RefSeq.386585.9.NC_002128.CDS.74979.75185.fwd","RefSeq","CDS",74979,75185,207,"+",,,,"NP_052678.1",68,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p74","pO157p74","RefSeq.386585.9.NC_002128.CDS.76062.76526.rev","RefSeq","CDS",76062,76526,465,"-",,,,"NP_052681.1",154,,"transposase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p77","pO157p77","RefSeq.386585.9.NC_002128.CDS.79689.80576.fwd","RefSeq","CDS",79689,80576,888,"+",,,,"NP_052684.1",295,,"transposase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p78","pO157p78","RefSeq.386585.9.NC_002128.CDS.80757.84659.fwd","RefSeq","CDS",80757,84659,3903,"+",,,,"NP_052685.1",1300,"espP","EspP",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p06","pO157p06","RefSeq.386585.9.NC_002128.CDS.8193.8627.fwd","RefSeq","CDS",8193,8627,435,"+",,,,"NP_052612.1",144,"etpG","EtpG",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"ECp088.2c","ECp088.2c","RefSeq.386585.9.NC_002128.CDS.85124.85396.rev","RefSeq","CDS",85124,85396,273,"-",,,,"NP_958727.1",90,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p07","pO157p07","RefSeq.386585.9.NC_002128.CDS.8624.9178.fwd","RefSeq","CDS",8624,9178,555,"+",,,,"NP_052613.1",184,"etpH","EtpH",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p79","pO157p79","RefSeq.386585.9.NC_002128.CDS.87222.87659.fwd","RefSeq","CDS",87222,87659,438,"+",,,,"NP_052686.1",145,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p80","pO157p80","RefSeq.386585.9.NC_002128.CDS.87659.88765.fwd","RefSeq","CDS",87659,88765,1107,"+",,,,"NP_052687.1",368,,"RfbU-like protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p81","pO157p81","RefSeq.386585.9.NC_002128.CDS.88855.90576.fwd","RefSeq","CDS",88855,90576,1722,"+",,,,"NP_052688.1",573,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p82","pO157p82","RefSeq.386585.9.NC_002128.CDS.90650.91648.fwd","RefSeq","CDS",90650,91648,999,"+",,,,"NP_052689.1",332,,"lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p08","pO157p08","RefSeq.386585.9.NC_002128.CDS.9193.9540.fwd","RefSeq","CDS",9193,9540,348,"+",,,,"NP_052614.1",115,"etpI","EtpI",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002128",,"pO157p09","pO157p09","RefSeq.386585.9.NC_002128.CDS.9537.10136.fwd","RefSeq","CDS",9537,10136,600,"+",,,,"NP_052615.1",199,"etpJ","EptJ",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0914","ECs0914","RefSeq.386585.9.NC_002695.CDS.1001038.1001532.fwd","RefSeq","CDS",1001038,1001532,495,"+",,,,"NP_308941.1",164,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs5399","ECs5399","RefSeq.386585.9.NC_002695.CDS.1001067.1001396.rev","RefSeq","CDS",1001067,1001396,330,"-",,,,"NP_944512.1",109,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs5400","ECs5400","RefSeq.386585.9.NC_002695.CDS.1001386.1001772.rev","RefSeq","CDS",1001386,1001772,387,"-",,,,"NP_944513.1",128,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0915","ECs0915","RefSeq.386585.9.NC_002695.CDS.1001998.1003323.rev","RefSeq","CDS",1001998,1003323,1326,"-",,,,"NP_308942.1",441,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0916","ECs0916","RefSeq.386585.9.NC_002695.CDS.1003536.1003919.fwd","RefSeq","CDS",1003536,1003919,384,"+",,,,"NP_308943.1",127,"bssR","biofilm formation regulatory protein BssR",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0917","ECs0917","RefSeq.386585.9.NC_002695.CDS.1004030.1005145.fwd","RefSeq","CDS",1004030,1005145,1116,"+",,,,"NP_308944.1",371,,"putative dehydrogenase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0918","ECs0918","RefSeq.386585.9.NC_002695.CDS.1005142.1005768.rev","RefSeq","CDS",1005142,1005768,627,"-",,,,"NP_308945.2",208,,"putative transferase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0919","ECs0919","RefSeq.386585.9.NC_002695.CDS.1006014.1007216.fwd","RefSeq","CDS",1006014,1007216,1203,"+",,,,"NP_308946.1",400,,"D-alanyl-D-alanine carboxypeptidase fraction C",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0091","ECs0091","RefSeq.386585.9.NC_002695.CDS.100607.101689.fwd","RefSeq","CDS",100607,101689,1083,"+",,,,"NP_308118.1",360,"mraY","phospho-N-acetylmuramoyl-pentapeptide- transferase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0920","ECs0920","RefSeq.386585.9.NC_002695.CDS.1007263.1008021.rev","RefSeq","CDS",1007263,1008021,759,"-",,,,"NP_308947.1",252,,"DNA-binding transcriptional repressor DeoR",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0921","ECs0921","RefSeq.386585.9.NC_002695.CDS.1008079.1008675.rev","RefSeq","CDS",1008079,1008675,597,"-",,,,"NP_308948.1",198,,"undecaprenyl pyrophosphate phosphatase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0922","ECs0922","RefSeq.386585.9.NC_002695.CDS.1008960.1010192.fwd","RefSeq","CDS",1008960,1010192,1233,"+",,,,"NP_308949.1",410,,"proton motive force efflux pump",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0923","ECs0923","RefSeq.386585.9.NC_002695.CDS.1010233.1010517.rev","RefSeq","CDS",1010233,1010517,285,"-",,,,"NP_308950.1",94,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0924","ECs0924","RefSeq.386585.9.NC_002695.CDS.1010603.1011418.rev","RefSeq","CDS",1010603,1011418,816,"-",,,,"NP_308951.2",271,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0925","ECs0925","RefSeq.386585.9.NC_002695.CDS.1011418.1012626.rev","RefSeq","CDS",1011418,1012626,1209,"-",,,,"NP_308952.1",402,,"putative DEOR-type transcriptional regulator",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0926","ECs0926","RefSeq.386585.9.NC_002695.CDS.1012710.1013246.fwd","RefSeq","CDS",1012710,1013246,537,"+",,,,"NP_308953.1",178,,"putative DEOR-type transcriptional regulator",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0927","ECs0927","RefSeq.386585.9.NC_002695.CDS.1013421.1015106.rev","RefSeq","CDS",1013421,1015106,1686,"-",,,,"NP_308954.1",561,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0928","ECs0928","RefSeq.386585.9.NC_002695.CDS.1015376.1015753.fwd","RefSeq","CDS",1015376,1015753,378,"+",,,,"NP_308955.1",125,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0929","ECs0929","RefSeq.386585.9.NC_002695.CDS.1015783.1016040.rev","RefSeq","CDS",1015783,1016040,258,"-",,,,"NP_308956.1",85,"grxA","glutaredoxin 1",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0930","ECs0930","RefSeq.386585.9.NC_002695.CDS.1016200.1016487.fwd","RefSeq","CDS",1016200,1016487,288,"+",,,,"NP_308957.1",95,,"hypothetical protein",
