Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1040,FTT1040,RefSeq.177416.18.NC_006570.CDS.1052397.1053008.fwd,RefSeq,CDS,1052397,1053008,612,+,,,,YP_170023.1,203,,lipoprotein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1333c,FTT1333c,RefSeq.177416.18.NC_006570.CDS.1362505.1362705.rev,RefSeq,CDS,1362505,1362705,201,-,,,,YP_170285.1,66,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1602,FTT1602,RefSeq.177416.18.NC_006570.CDS.1670871.1671215.fwd,RefSeq,CDS,1670871,1671215,345,+,,,,YP_170518.1,114,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1293,,VBIFraTul2086_1293,PATRIC.177416.18.NC_006570.CDS.1131492.1131713.fwd,PATRIC,CDS,1131492,1131713,222,+,FIG01306568,PLF_262_00000006,PGF_01000105,,73,,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.185,FTT0168,VBIFraTul2086_0185,PATRIC.177416.18.NC_006570.CDS.183574.184659.fwd,PATRIC,CDS,183574,184659,1086,+,FIG00000188,PLF_262_00000703,PGF_00030640,YP_169234.1,361,prfA,Peptide chain release factor 1,GO:0003747|translation release factor activity;GO:0006415|translational termination
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.637,,VBIFraTul2086_0637,PATRIC.177416.18.NC_006570.CDS.580663.581544.fwd,PATRIC,CDS,580663,581544,882,+,FIG00024044,PLF_262_00000432,PGF_00045738,,293,,Putrescine transport system permease protein PotH (TC 3.A.1.11.2),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1207,,VBIFraTul2086_1207,PATRIC.177416.18.NC_006570.CDS.1063612.1063749.rev,PATRIC,CDS,1063612,1063749,138,-,FIG01306568,PLF_262_00000014,PGF_01000105,,45,,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.895,,VBIFraTul2086_0895,PATRIC.177416.18.NC_006570.CDS.796956.798716.fwd,PATRIC,CDS,796956,798716,1761,+,FIG00000185,PLF_262_00000207,PGF_00424971,,586,,Excinuclease ABC subunit C,GO:0003677|DNA binding;GO:0004518|nuclease activity;GO:0005622|intracellular;GO:0006281|DNA repair;GO:0006289|nucleotide-excision repair
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0263,FTT0263,RefSeq.177416.18.NC_006570.CDS.278073.278453.fwd,RefSeq,CDS,278073,278453,381,+,,,,YP_169315.1,126,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1128,FTT1128,RefSeq.177416.18.NC_006570.CDS.1138437.1138916.fwd,RefSeq,CDS,1138437,1138916,480,+,,,,YP_170101.1,159,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1111,FTT1111,RefSeq.177416.18.NC_006570.CDS.1121518.1122261.fwd,RefSeq,CDS,1121518,1122261,744,+,,,,YP_170085.1,247,isftu2,transposase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.667,,VBIFraTul2086_0667,PATRIC.177416.18.NC_006570.CDS.605727.605921.fwd,PATRIC,CDS,605727,605921,195,+,,PLF_262_00001606,PGF_12907433,,64,,CRISPR-associated protein Cas2,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.649,,VBIFraTul2086_0649,PATRIC.177416.18.NC_006570.CDS.588852.590306.fwd,PATRIC,CDS,588852,590306,1455,+,FIG00068256,PLF_262_00001566,PGF_00423017,,484,,Di-tripeptide/H+ symporter,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0410,FTT0410,RefSeq.177416.18.NC_006570.CDS.416732.418177.fwd,RefSeq,CDS,416732,418177,1446,+,,,,YP_169455.1,481,gcvP2,glycine dehydrogenase subunit 2,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1767c,FTT1767c,RefSeq.177416.18.NC_006570.CDS.1854116.1855276.rev,RefSeq,CDS,1854116,1855276,1161,-,,,,YP_170658.1,386,purT,phosphoribosylglycinamide formyltransferase 2,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0632c,FTT0632c,RefSeq.177416.18.NC_006570.CDS.651609.652799.rev,RefSeq,CDS,651609,652799,1191,-,,,,YP_169653.1,396,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1664,FTT1664,RefSeq.177416.18.NC_006570.CDS.1730263.1733547.fwd,RefSeq,CDS,1730263,1733547,3285,+,,,,YP_170571.1,1094,carB,carbamoyl phosphate synthase large subunit,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0199,FTT0199,RefSeq.177416.18.NC_006570.CDS.216975.217808.fwd,RefSeq,CDS,216975,217808,834,+,,,,YP_169260.1,277,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.462,,VBIFraTul2086_0462,PATRIC.177416.18.NC_006570.CDS.427437.427577.fwd,PATRIC,CDS,427437,427577,141,+,FIG00000717,PLF_262_00000187,PGF_10149521,,46,,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),GO:0008878|glucose-1-phosphate adenylyltransferase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1353,FTT1353,RefSeq.177416.18.NC_006570.CDS.1392057.1392830.fwd,RefSeq,CDS,1392057,1392830,774,+,,,,YP_170305.1,257,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0737c,FTT0737c,RefSeq.177416.18.NC_006570.CDS.758583.758711.rev,RefSeq,CDS,758583,758711,129,-,,,,YP_169748.1,42,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0380c,FTT0380c,RefSeq.177416.18.NC_006570.CDS.382015.383364.rev,RefSeq,CDS,382015,383364,1350,-,,,,YP_169425.1,449,gdh,glutamate dehydrogenase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1025,,VBIFraTul2086_1025,PATRIC.177416.18.NC_006570.CDS.902372.904684.fwd,PATRIC,CDS,902372,904684,2313,+,FIG00144080,PLF_262_00000220,PGF_01719725,,770,,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) / Phosphoribosylamine--glycine ligase (EC 6.3.4.13),GO:0004637|phosphoribosylamine-glycine ligase activity;GO:0004639|phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1320,,VBIFraTul2086_1320,PATRIC.177416.18.NC_006570.CDS.1155021.1155266.fwd,PATRIC,CDS,1155021,1155266,246,+,FIG00657549,PLF_262_00001578,PGF_01719442,,81,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.2081,,VBIFraTul2086_2081,PATRIC.177416.18.NC_006570.CDS.1876249.1876836.fwd,PATRIC,CDS,1876249,1876836,588,+,FIG00002895,PLF_262_00000563,PGF_05946087,,195,,"Transcriptional regulator ArgP, LysR family",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1284,,VBIFraTul2086_1284,PATRIC.177416.18.NC_006570.CDS.1123209.1123697.rev,PATRIC,CDS,1123209,1123697,489,-,FIG00658008,PLF_262_00001428,PGF_08225224,,162,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1776,,VBIFraTul2086_1776,PATRIC.177416.18.NC_006570.CDS.1600834.1601817.rev,PATRIC,CDS,1600834,1601817,984,-,FIG01311955,PLF_262_00001411,PGF_00043031,,327,,Putative periplasmic protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1984,,VBIFraTul2086_1984,PATRIC.177416.18.NC_006570.CDS.1785414.1786130.fwd,PATRIC,CDS,1785414,1786130,717,+,FIG00657538,PLF_262_00001117,PGF_01719321,,238,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.12,,VBIFraTul2086_0012,PATRIC.177416.18.NC_006570.CDS.9382.9627.fwd,PATRIC,CDS,9382,9627,246,+,FIG01456842,PLF_262_00001698,PGF_00063320,,81,,Type II restriction enzyme NgoPII (EC 3.1.21.4),GO:0009036|Type II site-specific deoxyribonuclease activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1012,,VBIFraTul2086_1012,PATRIC.177416.18.NC_006570.CDS.890649.890924.fwd,PATRIC,CDS,890649,890924,276,+,FIG00001099,PLF_262_00000010,PGF_01632255,,91,,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1063,,VBIFraTul2086_1063,PATRIC.177416.18.NC_006570.CDS.941932.942486.rev,PATRIC,CDS,941932,942486,555,-,FIG01335934,PLF_262_00000150,PGF_00024681,,184,,Acetoacetate decarboxylase (EC 4.1.1.4),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1862,,VBIFraTul2086_1862,PATRIC.177416.18.NC_006570.CDS.1673606.1674409.fwd,PATRIC,CDS,1673606,1674409,804,+,FIG00835431,PLF_262_00000717,PGF_06005828,,267,,Phospholipid ABC transporter ATP-binding protein MlaF,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.628,,VBIFraTul2086_0628,PATRIC.177416.18.NC_006570.CDS.574230.575099.rev,PATRIC,CDS,574230,575099,870,-,FIG00031825,PLF_262_00000188,PGF_05873936,,289,,Hydrogen peroxide-inducible genes activator => OxyR,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1766,,VBIFraTul2086_1766,PATRIC.177416.18.NC_006570.CDS.1593474.1593962.fwd,PATRIC,CDS,1593474,1593962,489,+,FIG00657839,PLF_262_00000853,PGF_01722173,,162,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1221,FTT1221,RefSeq.177416.18.NC_006570.CDS.1239528.1239794.fwd,RefSeq,CDS,1239528,1239794,267,+,,,,YP_170179.1,88,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0165c,FTT0165c,RefSeq.177416.18.NC_006570.CDS.180113.181483.rev,RefSeq,CDS,180113,181483,1371,-,,,,YP_169231.1,456,,lipoprotein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0310,FTT0310,RefSeq.177416.18.NC_006570.CDS.324974.326428.fwd,RefSeq,CDS,324974,326428,1455,+,,,,YP_169359.1,484,,amino acid permease,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0465,FTT0465,RefSeq.177416.18.NC_006570.CDS.481750.481938.fwd,RefSeq,CDS,481750,481938,189,+,,,,YP_169503.1,62,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0969c,FTT0969c,RefSeq.177416.18.NC_006570.CDS.980854.982227.rev,RefSeq,CDS,980854,982227,1374,-,,,,YP_169958.1,457,trkA,potassium transporter peripheral membrane component,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1942,,VBIFraTul2086_1942,PATRIC.177416.18.NC_006570.CDS.1743911.1744429.fwd,PATRIC,CDS,1743911,1744429,519,+,FIG00000017,PLF_262_00000705,PGF_00030655,,172,,Peptide deformylase (EC 3.5.1.88),GO:0042586|peptide deformylase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.660,,VBIFraTul2086_0660,PATRIC.177416.18.NC_006570.CDS.598474.598962.fwd,PATRIC,CDS,598474,598962,489,+,FIG00000261,PLF_262_00000721,PGF_04762552,,162,,Phosphopantetheine adenylyltransferase (EC 2.7.7.3),GO:0004595|pantetheine-phosphate adenylyltransferase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1915,,VBIFraTul2086_1915,PATRIC.177416.18.NC_006570.CDS.1717533.1718081.rev,PATRIC,CDS,1717533,1718081,549,-,FIG00001498,PLF_262_00001467,PGF_00417824,,182,,Chorismate mutase I (EC 5.4.99.5),GO:0004106|chorismate mutase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1413,,VBIFraTul2086_1413,PATRIC.177416.18.NC_006570.CDS.1238975.1239523.fwd,PATRIC,CDS,1238975,1239523,549,+,FIG00000252,PLF_262_00001209,PGF_04457297,,182,,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),GO:0030272|5-formyltetrahydrofolate cyclo-ligase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.446,,VBIFraTul2086_0446,PATRIC.177416.18.NC_006570.CDS.403506.404228.fwd,PATRIC,CDS,403506,404228,723,+,FIG00658204,PLF_262_00007837,PGF_08225224,,240,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.578,,VBIFraTul2086_0578,PATRIC.177416.18.NC_006570.CDS.536458.536634.fwd,PATRIC,CDS,536458,536634,177,+,FIG00657876,PLF_262_00001584,PGF_05599542,,58,,Pyruvate decarboxylase (EC 4.1.1.1); Alpha-keto-acid decarboxylase (EC 4.1.1.-),"GO:0004737|pyruvate decarboxylase activity;GO:0004611|phosphoenolpyruvate carboxykinase activity;GO:0004611|gamma-glutamyl carboxylase activity;GO:0004611|3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity;GO:0004611|2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate decarboxylase activity;GO:0004611|bis(4-chlorophenyl)acetate decarboxylase activity;GO:0004611|3,5-dibromo-4-hydroxybenzoate decarboxylase activity;GO:0004611|2-hydroxyisobutyrate decarboxylase activity;GO:0004611|2-hydroxy-2-methyl-1,3-dicarbonate decarboxylase activity;GO:0004611|2-hydroxyisophthalate decarboxylase activity;GO:0004611|dimethylmalonate decarboxylase activity;GO:0004611|2,4,4-trimethyl-3-oxopentanoate decarboxylase activity;GO:0004611|4,4-dimethyl-3-oxopentanoate decarboxylase activity;GO:0004611|2,3,6-trihydroxyisonicotinate decarboxylase activity;GO:0004611|phenanthrene-4,5-dicarboxylate decarboxylase activity;GO:0004611|pyrrole-2-carboxylate decarboxylase activity;GO:0004611|terephthalate decarboxylase activity;GO:0004611|malonate semialdehyde decarboxylase activity;GO:0004611|5-amino-4-imidazole carboxylate lyase activity;GO:0004611|2-keto-4-methylthiobutyrate aminotransferase activity;GO:0004611|2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity"
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.107,FTT0098c,VBIFraTul2086_0107,PATRIC.177416.18.NC_006570.CDS.102215.102631.rev,PATRIC,CDS,102215,102631,417,-,FIG01306568,PLF_262_00000002,PGF_01719295,YP_169170.1,138,isftu1,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1392,,VBIFraTul2086_1392,PATRIC.177416.18.NC_006570.CDS.1218070.1219518.rev,PATRIC,CDS,1218070,1219518,1449,-,FIG00001503,PLF_262_00000591,PGF_00425010,,482,,Exodeoxyribonuclease I (EC 3.1.11.1),GO:0008852|exodeoxyribonuclease I activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.557,,VBIFraTul2086_0557,PATRIC.177416.18.NC_006570.CDS.517715.517831.rev,PATRIC,CDS,517715,517831,117,-,FIG01459428,PLF_262_00001919,PGF_01719641,,38,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1062c,FTT1062c,RefSeq.177416.18.NC_006570.CDS.1070320.1070655.rev,RefSeq,CDS,1070320,1070655,336,-,,,,YP_170043.1,111,rpsF,30S ribosomal protein S6,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1600c,FTT1600c,RefSeq.177416.18.NC_006570.CDS.1666433.1667947.rev,RefSeq,CDS,1666433,1667947,1515,-,,,,YP_170516.1,504,fumA,fumerate hydratase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0802,FTT0802,RefSeq.177416.18.NC_006570.CDS.820937.821755.fwd,RefSeq,CDS,820937,821755,819,+,,,,YP_169809.1,272,cphB,cyanophycinase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0155,FTT0155,RefSeq.177416.18.NC_006570.CDS.171078.171929.fwd,RefSeq,CDS,171078,171929,852,+,,,,YP_169221.1,283,,oxidoreductase iron/ascorbate family protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1677,,VBIFraTul2086_1677,PATRIC.177416.18.NC_006570.CDS.1501511.1502371.rev,PATRIC,CDS,1501511,1502371,861,-,FIG00007960,PLF_262_00001652,PGF_04305571,,286,,Glycosyltransferase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1689,,VBIFraTul2086_1689,PATRIC.177416.18.NC_006570.CDS.1514680.1516278.rev,PATRIC,CDS,1514680,1516278,1599,-,FIG00003715,PLF_262_00001267,PGF_03556786,,532,,"UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1789,,VBIFraTul2086_1789,PATRIC.177416.18.NC_006570.CDS.1609288.1609770.fwd,PATRIC,CDS,1609288,1609770,483,+,FIG00229655,PLF_262_00000024,PGF_00821117,,160,,Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79),GO:0008825|cyclopropane-fatty-acyl-phospholipid synthase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1572c,FTT1572c,RefSeq.177416.18.NC_006570.CDS.1633114.1633617.rev,RefSeq,CDS,1633114,1633617,504,-,,,,YP_170494.1,167,ompH,outer membrane protein OmpH,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0399c,FTT0399c,RefSeq.177416.18.NC_006570.CDS.399924.401042.rev,RefSeq,CDS,399924,401042,1119,-,,,,YP_169444.1,372,,BNR/Asp-box repeat-containing protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1210,,VBIFraTul2086_1210,PATRIC.177416.18.NC_006570.CDS.1064854.1065279.rev,PATRIC,CDS,1064854,1065279,426,-,FIG00657662,PLF_262_00001447,PGF_01719388,,141,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1036c,FTT1036c,RefSeq.177416.18.NC_006570.CDS.1048195.1050012.rev,RefSeq,CDS,1048195,1050012,1818,-,,,,YP_170019.1,605,dnaG,DNA primase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1042,,VBIFraTul2086_1042,PATRIC.177416.18.NC_006570.CDS.919356.919946.fwd,PATRIC,CDS,919356,919946,591,+,FIG01313166,PLF_262_00000477,PGF_03874913,,196,,Uncharacterized hydrolase DSY2054,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1948,,VBIFraTul2086_1948,PATRIC.177416.18.NC_006570.CDS.1749380.1749976.rev,PATRIC,CDS,1749380,1749976,597,-,FIG00000620,PLF_262_00000715,PGF_06819459,,198,,DnaA initiator-associating protein DiaA,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.690,,VBIFraTul2086_0690,PATRIC.177416.18.NC_006570.CDS.623676.623801.fwd,PATRIC,CDS,623676,623801,126,+,FIG00638284,PLF_262_00002768,PGF_01719908,,41,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0065,FTT0065,RefSeq.177416.18.NC_006570.CDS.66188.66625.fwd,RefSeq,CDS,66188,66625,438,+,,,,YP_169140.1,145,atpC,F0F1 ATP synthase subunit epsilon,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0409,FTT0409,RefSeq.177416.18.NC_006570.CDS.415359.416726.fwd,RefSeq,CDS,415359,416726,1368,+,,,,YP_169454.1,455,gcvP1,glycine dehydrogenase subunit 1,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0473,FTT0473,RefSeq.177416.18.NC_006570.CDS.490483.491838.fwd,RefSeq,CDS,490483,491838,1356,+,,,,YP_169511.1,451,accC,"Acetyl-CoA carboxylase, biotin carboxylase subunit",
